"X_COORD","Y_COORD","HABITAT"
309000,265000,0
310000,265000,0
311000,265000,0
312000,265000,0
313000,265000,0
314000,265000,0
315000,265000,0
316000,265000,0
317000,265000,0
318000,265000,0
319000,265000,0
320000,265000,0
321000,265000,0
322000,265000,0
323000,265000,0
324000,265000,0
325000,265000,0
326000,265000,0
327000,265000,0
328000,265000,0
329000,265000,0
330000,265000,0
331000,265000,1
332000,265000,1
333000,265000,1
334000,265000,1
335000,265000,1
336000,265000,1
337000,265000,1
338000,265000,1
339000,265000,1
340000,265000,1
341000,265000,1
342000,265000,1
343000,265000,1
344000,265000,1
345000,265000,1
346000,265000,1
347000,265000,1
348000,265000,1
349000,265000,1
350000,265000,1
351000,265000,1
352000,265000,1
309000,266000,0
310000,266000,0
311000,266000,0
312000,266000,0
313000,266000,0
314000,266000,0
315000,266000,0
316000,266000,0
317000,266000,0
318000,266000,0
319000,266000,0
320000,266000,0
321000,266000,0
322000,266000,0
323000,266000,0
324000,266000,0
325000,266000,0
326000,266000,0
327000,266000,0
328000,266000,0
329000,266000,0
330000,266000,0
331000,266000,1
332000,266000,1
333000,266000,1
334000,266000,1
335000,266000,1
336000,266000,1
337000,266000,1
338000,266000,1
339000,266000,1
340000,266000,1
341000,266000,1
342000,266000,1
343000,266000,1
344000,266000,1
345000,266000,1
346000,266000,1
347000,266000,1
348000,266000,1
349000,266000,1
350000,266000,1
351000,266000,1
352000,266000,1
311000,267000,0
312000,267000,0
313000,267000,0
314000,267000,0
315000,267000,0
316000,267000,0
317000,267000,0
318000,267000,0
319000,267000,0
320000,267000,0
321000,267000,0
322000,267000,0
323000,267000,0
324000,267000,0
325000,267000,0
326000,267000,0
327000,267000,0
328000,267000,0
329000,267000,0
330000,267000,0
331000,267000,1
332000,267000,1
333000,267000,1
334000,267000,1
335000,267000,1
336000,267000,1
337000,267000,1
338000,267000,1
339000,267000,1
340000,267000,1
341000,267000,1
342000,267000,1
343000,267000,1
344000,267000,1
345000,267000,1
346000,267000,1
347000,267000,1
348000,267000,1
349000,267000,1
350000,267000,1
351000,267000,1
352000,267000,1
313000,268000,0
314000,268000,0
315000,268000,0
316000,268000,0
317000,268000,0
318000,268000,0
319000,268000,0
320000,268000,0
321000,268000,0
322000,268000,0
323000,268000,0
324000,268000,0
325000,268000,0
326000,268000,0
327000,268000,0
328000,268000,0
329000,268000,0
330000,268000,0
331000,268000,1
332000,268000,1
333000,268000,1
334000,268000,1
335000,268000,1
336000,268000,1
337000,268000,1
338000,268000,1
339000,268000,1
340000,268000,1
341000,268000,1
342000,268000,1
343000,268000,1
344000,268000,1
345000,268000,1
346000,268000,1
347000,268000,1
348000,268000,1
349000,268000,1
350000,268000,1
351000,268000,1
352000,268000,1
315000,269000,0
316000,269000,0
317000,269000,0
318000,269000,0
319000,269000,0
320000,269000,0
321000,269000,0
322000,269000,0
323000,269000,0
324000,269000,0
325000,269000,0
326000,269000,0
327000,269000,0
328000,269000,0
329000,269000,0
330000,269000,0
331000,269000,0
332000,269000,1
333000,269000,1
334000,269000,1
335000,269000,1
336000,269000,1
337000,269000,1
338000,269000,1
339000,269000,1
340000,269000,1
341000,269000,1
342000,269000,1
343000,269000,1
344000,269000,1
345000,269000,1
346000,269000,1
347000,269000,1
348000,269000,1
349000,269000,1
350000,269000,1
351000,269000,1
317000,270000,0
318000,270000,0
319000,270000,0
320000,270000,0
321000,270000,0
322000,270000,0
323000,270000,0
324000,270000,0
325000,270000,0
326000,270000,0
327000,270000,0
328000,270000,0
329000,270000,0
330000,270000,0
331000,270000,0
332000,270000,1
333000,270000,1
334000,270000,1
335000,270000,1
336000,270000,1
337000,270000,1
338000,270000,1
339000,270000,1
340000,270000,1
341000,270000,1
342000,270000,1
343000,270000,1
344000,270000,1
345000,270000,1
346000,270000,1
347000,270000,1
348000,270000,1
349000,270000,1
350000,270000,1
351000,270000,1
317000,271000,0
318000,271000,0
319000,271000,0
320000,271000,0
321000,271000,0
322000,271000,0
323000,271000,0
324000,271000,0
325000,271000,0
326000,271000,0
327000,271000,0
328000,271000,0
329000,271000,0
330000,271000,0
331000,271000,0
332000,271000,0
333000,271000,1
334000,271000,1
335000,271000,1
336000,271000,1
337000,271000,1
338000,271000,1
339000,271000,1
340000,271000,1
341000,271000,1
342000,271000,1
343000,271000,1
344000,271000,1
345000,271000,1
346000,271000,1
347000,271000,1
348000,271000,1
349000,271000,1
350000,271000,1
317000,272000,0
318000,272000,0
319000,272000,0
320000,272000,0
321000,272000,0
322000,272000,0
323000,272000,0
324000,272000,0
325000,272000,0
326000,272000,0
327000,272000,0
328000,272000,0
329000,272000,0
330000,272000,0
331000,272000,0
332000,272000,0
333000,272000,0
334000,272000,0
335000,272000,0
336000,272000,0
337000,272000,1
338000,272000,1
339000,272000,1
340000,272000,1
341000,272000,1
342000,272000,1
343000,272000,1
344000,272000,1
345000,272000,1
346000,272000,1
347000,272000,1
348000,272000,1
349000,272000,1
350000,272000,1
317000,273000,0
318000,273000,0
319000,273000,0
320000,273000,0
321000,273000,0
322000,273000,0
323000,273000,0
324000,273000,0
325000,273000,0
326000,273000,0
327000,273000,0
328000,273000,0
329000,273000,0
330000,273000,0
331000,273000,0
332000,273000,0
333000,273000,0
334000,273000,0
335000,273000,0
336000,273000,0
337000,273000,1
338000,273000,1
339000,273000,1
340000,273000,1
341000,273000,1
342000,273000,1
343000,273000,1
344000,273000,1
345000,273000,1
346000,273000,1
347000,273000,1
348000,273000,1
349000,273000,1
318000,274000,0
319000,274000,0
320000,274000,0
321000,274000,0
322000,274000,0
323000,274000,0
324000,274000,0
325000,274000,0
326000,274000,0
327000,274000,0
