"X_COORD","Y_COORD","HABITAT"
328000,274000,0
329000,274000,0
330000,274000,0
331000,274000,0
332000,274000,0
333000,274000,0
334000,274000,0
335000,274000,0
336000,274000,0
337000,274000,1
338000,274000,1
339000,274000,1
340000,274000,1
341000,274000,1
342000,274000,1
343000,274000,1
344000,274000,1
345000,274000,1
346000,274000,1
347000,274000,1
348000,274000,1
349000,274000,1
318000,275000,0
319000,275000,0
320000,275000,0
321000,275000,0
322000,275000,0
323000,275000,0
324000,275000,0
325000,275000,0
326000,275000,0
327000,275000,0
328000,275000,0
329000,275000,0
330000,275000,0
331000,275000,0
332000,275000,0
333000,275000,0
334000,275000,0
335000,275000,0
336000,275000,0
337000,275000,0
338000,275000,1
339000,275000,1
340000,275000,1
341000,275000,1
342000,275000,1
343000,275000,1
344000,275000,1
345000,275000,1
346000,275000,1
347000,275000,1
348000,275000,1
319000,276000,0
320000,276000,0
321000,276000,0
322000,276000,0
323000,276000,0
324000,276000,0
325000,276000,0
326000,276000,0
327000,276000,0
328000,276000,0
329000,276000,0
330000,276000,0
331000,276000,0
332000,276000,0
333000,276000,0
334000,276000,0
335000,276000,0
336000,276000,0
337000,276000,0
338000,276000,1
339000,276000,1
340000,276000,1
341000,276000,1
342000,276000,1
343000,276000,1
344000,276000,1
345000,276000,1
346000,276000,1
347000,276000,1
348000,276000,1
319000,277000,0
320000,277000,0
321000,277000,0
322000,277000,0
323000,277000,0
324000,277000,0
325000,277000,0
326000,277000,0
327000,277000,0
328000,277000,0
329000,277000,0
330000,277000,0
331000,277000,0
332000,277000,0
333000,277000,0
334000,277000,0
335000,277000,0
336000,277000,0
337000,277000,0
338000,277000,1
339000,277000,1
340000,277000,1
341000,277000,1
342000,277000,1
343000,277000,1
344000,277000,1
345000,277000,1
346000,277000,1
347000,277000,1
320000,278000,0
321000,278000,0
322000,278000,0
323000,278000,0
324000,278000,0
325000,278000,0
326000,278000,0
327000,278000,0
328000,278000,0
329000,278000,0
330000,278000,0
331000,278000,0
332000,278000,0
333000,278000,0
334000,278000,0
335000,278000,0
336000,278000,0
337000,278000,0
338000,278000,1
339000,278000,1
340000,278000,1
341000,278000,1
342000,278000,1
343000,278000,1
344000,278000,1
345000,278000,1
346000,278000,1
321000,279000,0
322000,279000,0
323000,279000,0
324000,279000,0
325000,279000,0
326000,279000,0
327000,279000,0
328000,279000,0
329000,279000,0
330000,279000,0
331000,279000,0
332000,279000,0
333000,279000,0
334000,279000,0
335000,279000,0
336000,279000,0
337000,279000,0
338000,279000,1
339000,279000,1
340000,279000,1
341000,279000,1
342000,279000,1
343000,279000,1
344000,279000,1
345000,279000,1
322000,280000,0
323000,280000,0
324000,280000,0
325000,280000,0
326000,280000,0
327000,280000,0
328000,280000,0
329000,280000,0
330000,280000,0
331000,280000,0
332000,280000,0
333000,280000,0
334000,280000,0
335000,280000,0
336000,280000,0
337000,280000,1
338000,280000,1
339000,280000,1
340000,280000,1
341000,280000,1
342000,280000,1
343000,280000,1
344000,280000,1
323000,281000,0
324000,281000,0
325000,281000,0
326000,281000,0
327000,281000,0
328000,281000,0
329000,281000,0
330000,281000,0
331000,281000,0
332000,281000,0
333000,281000,0
334000,281000,0
335000,281000,0
336000,281000,0
337000,281000,1
338000,281000,1
339000,281000,1
340000,281000,1
341000,281000,1
342000,281000,1
343000,281000,1
325000,282000,0
326000,282000,0
327000,282000,0
328000,282000,0
329000,282000,0
330000,282000,0
331000,282000,0
332000,282000,0
333000,282000,0
334000,282000,0
335000,282000,0
336000,282000,1
337000,282000,1
338000,282000,1
339000,282000,1
340000,282000,1
341000,282000,1
328000,283000,0
329000,283000,0
330000,283000,0
331000,283000,1
332000,283000,1
333000,283000,1
334000,283000,1
335000,283000,1
336000,283000,1
337000,283000,1
338000,283000,1
339000,283000,1
